Id,Weekly_Sales
6_31_2013-01-11,413077585382596736
6_31_2013-01-18,413077585382596736
6_31_2013-01-25,413077585382596736
6_31_2013-02-01,413077419215104640
6_31_2013-02-08,413077343968407616
6_31_2013-02-15,413077419215104640
6_31_2013-02-22,413077419215104640
6_31_2013-03-01,413077253047612608
6_31_2013-03-08,413077253047612608
6_31_2013-03-15,413077253047612608
6_31_2013-03-22,413077253047612608
6_31_2013-03-29,413077253047612608
6_31_2013-04-05,413077086880120576
6_31_2013-04-12,413077086880120576
6_31_2013-04-19,413077086880120576
6_31_2013-04-26,413077086880120576
6_31_2013-05-03,413076920712628544
6_31_2013-05-10,413076920712628544
6_31_2013-05-17,413076920712628544
6_31_2013-05-24,413076920712628544
6_31_2013-05-31,413076920712628544
6_31_2013-06-07,413076754545136448
6_31_2013-06-14,413076754545136448
6_31_2013-06-21,413076754545136448
6_31_2013-06-28,413076754545136448
6_31_2013-07-05,413076588377644416
6_31_2013-07-12,413076588377644416
6_31_2013-07-19,413076588377644416
6_31_2013-07-26,413076588377644416
6_32_2012-11-02,413078668710958848
6_32_2012-11-09,413078668710958848
6_32_2012-11-16,413078668710958848
6_32_2012-11-23,413078593464261824
6_32_2012-11-30,413078668710958848
6_32_2012-12-07,413078502543466816
6_32_2012-12-14,413078502543466816
6_32_2012-12-21,413078502543466816
6_32_2012-12-28,413078427296769792
6_32_2013-01-04,413080330385879360
6_32_2013-01-11,413080330385879360
6_32_2013-01-18,413080330385879360
6_32_2013-01-25,413080330385879360
6_32_2013-02-01,413080164218387264
6_32_2013-02-08,413080088971690240
6_32_2013-02-15,413080164218387264
6_32_2013-02-22,413080164218387264
6_32_2013-03-01,413079998050895232
6_32_2013-03-08,413079998050895232
6_32_2013-03-15,413079998050895232
6_32_2013-03-22,413079998050895232
6_32_2013-03-29,413079998050895232
6_32_2013-04-05,413079831883403200
6_32_2013-04-12,413079831883403200
6_32_2013-04-19,413079831883403200
6_32_2013-04-26,413079831883403200
6_32_2013-05-03,413079665715911168
6_32_2013-05-10,413079665715911168
6_32_2013-05-17,413079665715911168
6_32_2013-05-24,413079665715911168
6_32_2013-05-31,413079665715911168
6_32_2013-06-07,413079499548419072
6_32_2013-06-14,413079499548419072
6_32_2013-06-21,413079499548419072
6_32_2013-06-28,413079499548419072
6_32_2013-07-05,413079333380927040
6_32_2013-07-12,413079333380927040
6_32_2013-07-19,413079333380927040
6_32_2013-07-26,413079333380927040
6_33_2012-11-02,413081413714241408
6_33_2012-11-09,413081413714241408
6_33_2012-11-16,413081413714241408
6_33_2012-11-23,413081338467544384
6_33_2012-11-30,413081413714241408
6_33_2012-12-07,413081247546749376
6_33_2012-12-14,413081247546749376
6_33_2012-12-21,413081247546749376
6_33_2012-12-28,413081172300052352
6_33_2013-01-04,413083075389161920
6_33_2013-01-11,413083075389161920
6_33_2013-01-18,413083075389161920
6_33_2013-01-25,413083075389161920
6_33_2013-02-01,413082909221669824
6_33_2013-02-08,413082833974972800
6_33_2013-02-15,413082909221669824
6_33_2013-02-22,413082909221669824
6_33_2013-03-01,413082743054177792
6_33_2013-03-08,413082743054177792
6_33_2013-03-15,413082743054177792
6_33_2013-03-22,413082743054177792
6_33_2013-03-29,413082743054177792
6_33_2013-04-05,413082576886685760
6_33_2013-04-12,413082576886685760
6_33_2013-04-19,413082576886685760
6_33_2013-04-26,413082576886685760
6_33_2013-05-03,413082410719193728
6_33_2013-05-10,413082410719193728
6_33_2013-05-17,413082410719193728
6_33_2013-05-24,413082410719193728
6_33_2013-05-31,413082410719193728
6_33_2013-06-07,413082244551701632
6_33_2013-06-14,413082244551701632
6_33_2013-06-21,413082244551701632
6_33_2013-06-28,413082244551701632
6_33_2013-07-05,413082078384209600
6_33_2013-07-12,413082078384209600
6_33_2013-07-19,413082078384209600
6_33_2013-07-26,413082078384209600
6_34_2012-11-02,413084158717524032
6_34_2012-11-09,413084158717524032
6_34_2012-11-16,413084158717524032
6_34_2012-11-23,413084083470827008
6_34_2012-11-30,413084158717524032
6_34_2012-12-07,413083992550032000
6_34_2012-12-14,413083992550032000
6_34_2012-12-21,413083992550032000
6_34_2012-12-28,413083917303334976
6_34_2013-01-04,413085820392444544
6_34_2013-01-11,413085820392444544
6_34_2013-01-18,413085820392444544
6_34_2013-01-25,413085820392444544
6_34_2013-02-01,413085654224952448
6_34_2013-02-08,413085578978255424
6_34_2013-02-15,413085654224952448
6_34_2013-02-22,413085654224952448
6_34_2013-03-01,413085488057460416
6_34_2013-03-08,413085488057460416
6_34_2013-03-15,413085488057460416
6_34_2013-03-22,413085488057460416
6_34_2013-03-29,413085488057460416
6_34_2013-04-05,413085321889968384
6_34_2013-04-12,413085321889968384
6_34_2013-04-19,413085321889968384
6_34_2013-04-26,413085321889968384
6_34_2013-05-03,413085155722476352
6_34_2013-05-10,413085155722476352
6_34_2013-05-17,413085155722476352
6_34_2013-05-24,413085155722476352
6_34_2013-05-31,413085155722476352
6_34_2013-06-07,413084989554984256
6_34_2013-06-14,413084989554984256
6_34_2013-06-21,413084989554984256
6_34_2013-06-28,413084989554984256
6_34_2013-07-05,413084823387492224
6_34_2013-07-12,413084823387492224
6_34_2013-07-19,413084823387492224
6_34_2013-07-26,413084823387492224
6_35_2012-11-02,413086903720806656
6_35_2012-11-09,413086903720806656
6_35_2012-11-16,413086903720806656
6_35_2012-11-23,413086828474109632
6_35_2012-11-30,413086903720806656
6_35_2012-12-07,413086737553314624
6_35_2012-12-14,413086737553314624
6_35_2012-12-21,413086737553314624
6_35_2012-12-28,413086662306617600
6_35_2013-01-04,413088565395727168
6_35_2013-01-11,413088565395727168
6_35_2013-01-18,413088565395727168
6_35_2013-01-25,413088565395727168
6_35_2013-02-01,413088399228235072
6_35_2013-02-08,413088323981538048
6_35_2013-02-15,413088399228235072
6_35_2013-02-22,413088399228235072
6_35_2013-03-01,413088233060743040
6_35_2013-03-08,413088233060743040
6_35_2013-03-15,413088233060743040
6_35_2013-03-22,413088233060743040
6_35_2013-03-29,413088233060743040
6_35_2013-04-05,413088066893251008
6_35_2013-04-12,413088066893251008
6_35_2013-04-19,413088066893251008
6_35_2013-04-26,413088066893251008
6_35_2013-05-03,413087900725758976
6_35_2013-05-10,413087900725758976
6_35_2013-05-17,413087900725758976
6_35_2013-05-24,413087900725758976
6_35_2013-05-31,413087900725758976
6_35_2013-06-07,413087734558266880
6_35_2013-06-14,413087734558266880
6_35_2013-06-21,413087734558266880
6_35_2013-06-28,413087734558266880
6_35_2013-07-05,413087568390774848
6_35_2013-07-12,413087568390774848
6_35_2013-07-19,413087568390774848
6_35_2013-07-26,413087568390774848
6_36_2012-11-02,413089648724089280
6_36_2012-11-09,413089648724089280
6_36_2012-11-16,413089648724089280
6_36_2012-11-23,413089573477392256
6_36_2012-11-30,413089648724089280
6_36_2012-12-07,413089482556597248
6_36_2012-12-14,413089482556597248
6_36_2012-12-21,413089482556597248
6_36_2012-12-28,413089407309900224
6_36_2013-01-04,413091310399009792
6_36_2013-01-11,413091310399009792
6_36_2013-01-18,413091310399009792
6_36_2013-01-25,413091310399009792
6_36_2013-02-01,413091144231517696
6_36_2013-02-08,413091068984820672
6_36_2013-02-15,413091144231517696
6_36_2013-02-22,413091144231517696
6_36_2013-03-01,413090978064025664
6_36_2013-03-08,413090978064025664
6_36_2013-03-15,413090978064025664
6_36_2013-03-22,413090978064025664
6_36_2013-03-29,413090978064025664
6_36_2013-04-05,413090811896533632
6_36_2013-04-12,413090811896533632
6_36_2013-04-19,413090811896533632
6_36_2013-04-26,413090811896533632
6_36_2013-05-03,413090645729041600
6_36_2013-05-10,413090645729041600
6_36_2013-05-17,413090645729041600
6_36_2013-05-24,413090645729041600
6_36_2013-05-31,413090645729041600
6_36_2013-06-07,413090479561549504
6_36_2013-06-14,413090479561549504
6_36_2013-06-21,413090479561549504
6_36_2013-06-28,413090479561549504
6_36_2013-07-05,413090313394057472
6_36_2013-07-12,413090313394057472
6_36_2013-07-19,413090313394057472
6_36_2013-07-26,413090313394057472
6_37_2012-11-02,413092393727371840
6_37_2012-11-09,413092393727371840
6_37_2012-11-16,413092393727371840
6_37_2012-11-23,413092318480674816
6_37_2012-11-30,413092393727371840
6_37_2012-12-07,413092227559879808
6_37_2012-12-14,413092227559879808
6_37_2012-12-21,413092227559879808
6_37_2012-12-28,413092152313182784
6_37_2013-01-04,413094055402292352
6_37_2013-01-11,413094055402292352
6_37_2013-01-18,413094055402292352
6_37_2013-01-25,413094055402292352
6_37_2013-02-01,413093889234800256
6_37_2013-02-08,413093813988103232
6_37_2013-02-15,413093889234800256
6_37_2013-02-22,413093889234800256
6_37_2013-03-01,413093723067308224
6_37_2013-03-08,413093723067308224
6_37_2013-03-15,413093723067308224
6_37_2013-03-22,413093723067308224
6_37_2013-03-29,413093723067308224
6_37_2013-04-05,413093556899816192
6_37_2013-04-12,413093556899816192
6_37_2013-04-19,413093556899816192
6_37_2013-04-26,413093556899816192
6_37_2013-05-03,413093390732324160
6_37_2013-05-10,413093390732324160
6_37_2013-05-17,413093390732324160
6_37_2013-05-24,413093390732324160
6_37_2013-05-31,413093390732324160
6_37_2013-06-07,413093224564832064
6_37_2013-06-14,413093224564832064
6_37_2013-06-21,413093224564832064
6_37_2013-06-28,413093224564832064
6_37_2013-07-05,413093058397340032
6_37_2013-07-12,413093058397340032
6_37_2013-07-19,413093058397340032
6_37_2013-07-26,413093058397340032
6_38_2012-11-02,413095138730654464
6_38_2012-11-09,413095138730654464
6_38_2012-11-16,413095138730654464
6_38_2012-11-23,413095063483957440
6_38_2012-11-30,413095138730654464
6_38_2012-12-07,413094972563162432
6_38_2012-12-14,413094972563162432
6_38_2012-12-21,413094972563162432
6_38_2012-12-28,413094897316465408
6_38_2013-01-04,413096800405574976
6_38_2013-01-11,413096800405574976
6_38_2013-01-18,413096800405574976
6_38_2013-01-25,413096800405574976
6_38_2013-02-01,413096634238082880
6_38_2013-02-08,413096558991385856
6_38_2013-02-15,413096634238082880
6_38_2013-02-22,413096634238082880
6_38_2013-03-01,413096468070590848
6_38_2013-03-08,413096468070590848
6_38_2013-03-15,413096468070590848
6_38_2013-03-22,413096468070590848
6_38_2013-03-29,413096468070590848
6_38_2013-04-05,413096301903098816
6_38_2013-04-12,413096301903098816
6_38_2013-04-19,413096301903098816
6_38_2013-04-26,413096301903098816
6_38_2013-05-03,413096135735606784
6_38_2013-05-10,413096135735606784
6_38_2013-05-17,413096135735606784
6_38_2013-05-24,413096135735606784
6_38_2013-05-31,413096135735606784
6_38_2013-06-07,413095969568114688
6_38_2013-06-14,413095969568114688
6_38_2013-06-21,413095969568114688
6_38_2013-06-28,413095969568114688
6_38_2013-07-05,413095803400622656
6_38_2013-07-12,413095803400622656
6_38_2013-07-19,413095803400622656
6_38_2013-07-26,413095803400622656
6_40_2012-11-02,413100628737219648
6_40_2012-11-09,413100628737219648
6_40_2012-11-16,413100628737219648
6_40_2012-11-23,413100553490522624
6_40_2012-11-30,413100628737219648
6_40_2012-12-07,413100462569727616
6_40_2012-12-14,413100462569727616
6_40_2012-12-21,413100462569727616
6_40_2012-12-28,413100387323030592
6_40_2013-01-04,413102290412140160
6_40_2013-01-11,413102290412140160
6_40_2013-01-18,413102290412140160
6_40_2013-01-25,413102290412140160
6_40_2013-02-01,413102124244648064
6_40_2013-02-08,413102048997951040
6_40_2013-02-15,413102124244648064
6_40_2013-02-22,413102124244648064
6_40_2013-03-01,413101958077156032
6_40_2013-03-08,413101958077156032
6_40_2013-03-15,413101958077156032
6_40_2013-03-22,413101958077156032
6_40_2013-03-29,413101958077156032
6_40_2013-04-05,413101791909664000
6_40_2013-04-12,413101791909664000
6_40_2013-04-19,413101791909664000
6_40_2013-04-26,413101791909664000
6_40_2013-05-03,413101625742171968
6_40_2013-05-10,413101625742171968
6_40_2013-05-17,413101625742171968
6_40_2013-05-24,413101625742171968
6_40_2013-05-31,413101625742171968
6_40_2013-06-07,413101459574679872
6_40_2013-06-14,413101459574679872
6_40_2013-06-21,413101459574679872
6_40_2013-06-28,413101459574679872
6_40_2013-07-05,413101293407187840
6_40_2013-07-12,413101293407187840
6_40_2013-07-19,413101293407187840
6_40_2013-07-26,413101293407187840
6_41_2012-11-02,413103373740502272
6_41_2012-11-09,413103373740502272
6_41_2012-11-16,413103373740502272
6_41_2012-11-23,413103298493805248
6_41_2012-11-30,413103373740502272
6_41_2012-12-07,413103207573010240
6_41_2012-12-14,413103207573010240
6_41_2012-12-21,413103207573010240
6_41_2012-12-28,413103132326313216
6_41_2013-01-04,413105035415422784
6_41_2013-01-11,413105035415422784
6_41_2013-01-18,413105035415422784
6_41_2013-01-25,413105035415422784
6_41_2013-02-01,413104869247930688
6_41_2013-02-08,413104794001233664
6_41_2013-02-15,413104869247930688
6_41_2013-02-22,413104869247930688
6_41_2013-03-01,413104703080438656
6_41_2013-03-08,413104703080438656
6_41_2013-03-15,413104703080438656
6_41_2013-03-22,413104703080438656
6_41_2013-03-29,413104703080438656
6_41_2013-04-05,413104536912946624
6_41_2013-04-12,413104536912946624
6_41_2013-04-19,413104536912946624
6_41_2013-04-26,413104536912946624
6_41_2013-05-03,413104370745454592
6_41_2013-05-10,413104370745454592
6_41_2013-05-17,413104370745454592
6_41_2013-05-24,413104370745454592
6_41_2013-05-31,413104370745454592
6_41_2013-06-07,413104204577962496
6_41_2013-06-14,413104204577962496
6_41_2013-06-21,413104204577962496
6_41_2013-06-28,413104204577962496
6_41_2013-07-05,413104038410470464
6_41_2013-07-12,413104038410470464
6_41_2013-07-19,413104038410470464
6_41_2013-07-26,413104038410470464
6_42_2012-11-02,413106118743784896
6_42_2012-11-09,413106118743784896
6_42_2012-11-16,413106118743784896
6_42_2012-11-23,413106043497087872
6_42_2012-11-30,413106118743784896
6_42_2012-12-07,413105952576292864
6_42_2012-12-14,413105952576292864
6_42_2012-12-21,413105952576292864
6_42_2012-12-28,413105877329595840
6_42_2013-01-04,413107780418705408
6_42_2013-01-11,413107780418705408
6_42_2013-01-18,413107780418705408
6_42_2013-01-25,413107780418705408
6_42_2013-02-01,413107614251213312
6_42_2013-02-08,413107539004516288
6_42_2013-02-15,413107614251213312
6_42_2013-02-22,413107614251213312
6_42_2013-03-01,413107448083721280
6_42_2013-03-08,413107448083721280
6_42_2013-03-15,413107448083721280
6_42_2013-03-22,413107448083721280
6_42_2013-03-29,413107448083721280
6_42_2013-04-05,413107281916229248
6_42_2013-04-12,413107281916229248
6_42_2013-04-19,413107281916229248
6_42_2013-04-26,413107281916229248
6_42_2013-05-03,413107115748737216
6_42_2013-05-10,413107115748737216
6_42_2013-05-17,413107115748737216
6_42_2013-05-24,413107115748737216
6_42_2013-05-31,413107115748737216
6_42_2013-06-07,413106949581245120
6_42_2013-06-14,413106949581245120
6_42_2013-06-21,413106949581245120
6_42_2013-06-28,413106949581245120
6_42_2013-07-05,413106783413753088
6_42_2013-07-12,413106783413753088
6_42_2013-07-19,413106783413753088
6_42_2013-07-26,413106783413753088
6_44_2012-11-02,413111608750350080
6_44_2012-11-09,413111608750350080
6_44_2012-11-16,413111608750350080
6_44_2012-11-23,413111533503653056
6_44_2012-11-30,413111608750350080
6_44_2012-12-07,413111442582858048
6_44_2012-12-14,413111442582858048
6_44_2012-12-21,413111442582858048
6_44_2012-12-28,413111367336161024
6_44_2013-01-04,413113270425270592
6_44_2013-01-11,413113270425270592
6_44_2013-01-18,413113270425270592
6_44_2013-01-25,413113270425270592
6_44_2013-02-01,413113104257778496
6_44_2013-02-08,413113029011081472
6_44_2013-02-15,413113104257778496
6_44_2013-02-22,413113104257778496
6_44_2013-03-01,413112938090286464
6_44_2013-03-08,413112938090286464
6_44_2013-03-15,413112938090286464
6_44_2013-03-22,413112938090286464
6_44_2013-03-29,413112938090286464
6_44_2013-04-05,413112771922794432
6_44_2013-04-12,413112771922794432
6_44_2013-04-19,413112771922794432
6_44_2013-04-26,413112771922794432
6_44_2013-05-03,413112605755302400
6_44_2013-05-10,413112605755302400
6_44_2013-05-17,413112605755302400
6_44_2013-05-24,413112605755302400
6_44_2013-05-31,413112605755302400
6_44_2013-06-07,413112439587810304
6_44_2013-06-14,413112439587810304
6_44_2013-06-21,413112439587810304
6_44_2013-06-28,413112439587810304
6_44_2013-07-05,413112273420318272
6_44_2013-07-12,413112273420318272
6_44_2013-07-19,413112273420318272
6_44_2013-07-26,413112273420318272
6_45_2012-12-21,413114187586140672
6_45_2012-12-28,413114112339443648
6_45_2013-01-18,413116015428553216
6_46_2012-11-02,413117098756915328
6_46_2012-11-09,413117098756915328
6_46_2012-11-16,413117098756915328
6_46_2012-11-23,413117023510218304
6_46_2012-11-30,413117098756915328
6_46_2012-12-07,413116932589423296
6_46_2012-12-14,413116932589423296
6_46_2012-12-21,413116932589423296
6_46_2012-12-28,413116857342726272
6_46_2013-01-04,413118760431835840
6_46_2013-01-11,413118760431835840
6_46_2013-01-18,413118760431835840
6_46_2013-01-25,413118760431835840
6_46_2013-02-01,413118594264343744
6_46_2013-02-08,413118519017646720
6_46_2013-02-15,413118594264343744
6_46_2013-02-22,413118594264343744
6_46_2013-03-01,413118428096851712
6_46_2013-03-08,413118428096851712
6_46_2013-03-15,413118428096851712
6_46_2013-03-22,413118428096851712
6_46_2013-03-29,413118428096851712
6_46_2013-04-05,413118261929359680
6_46_2013-04-12,413118261929359680
6_46_2013-04-19,413118261929359680
6_46_2013-04-26,413118261929359680
6_46_2013-05-03,413118095761867648
6_46_2013-05-10,413118095761867648
6_46_2013-05-17,413118095761867648
6_46_2013-05-24,413118095761867648
6_46_2013-05-31,413118095761867648
6_46_2013-06-07,413117929594375552
6_46_2013-06-14,413117929594375552
6_46_2013-06-21,413117929594375552
6_46_2013-06-28,413117929594375552
6_46_2013-07-05,413117763426883520
6_46_2013-07-12,413117763426883520
6_46_2013-07-19,413117763426883520
6_46_2013-07-26,413117763426883520
6_47_2013-02-15,413121339267626304
6_48_2012-11-02,413122588763480512
6_48_2012-11-09,413122588763480512
6_48_2012-11-16,413122588763480512
6_48_2012-11-23,413122513516783488
6_48_2012-11-30,413122588763480512
6_48_2012-12-07,413122422595988480
6_48_2012-12-14,413122422595988480
6_48_2012-12-21,413122422595988480
6_48_2012-12-28,413122347349291456
6_48_2013-01-04,413124250438401024
6_48_2013-01-11,413124250438401024
6_48_2013-01-18,413124250438401024
6_48_2013-01-25,413124250438401024
6_48_2013-02-01,413124084270908928
6_48_2013-02-08,413124009024211904
6_48_2013-02-15,413124084270908928
6_48_2013-02-22,413124084270908928
6_48_2013-03-01,413123918103416896
6_48_2013-03-08,413123918103416896
6_48_2013-03-15,413123918103416896
6_48_2013-03-22,413123918103416896
6_48_2013-03-29,413123918103416896
6_48_2013-04-05,413123751935924864
6_48_2013-04-12,413123751935924864
6_48_2013-04-19,413123751935924864
6_48_2013-04-26,413123751935924864
6_48_2013-05-03,413123585768432832
6_48_2013-05-10,413123585768432832
6_48_2013-05-17,413123585768432832
6_48_2013-05-24,413123585768432832
6_48_2013-05-31,413123585768432832
6_48_2013-06-07,413123419600940736
6_48_2013-06-14,413123419600940736
6_48_2013-06-21,413123419600940736
6_48_2013-06-28,413123419600940736
6_48_2013-07-05,413123253433448704
6_48_2013-07-12,413123253433448704
6_48_2013-07-19,413123253433448704
6_48_2013-07-26,413123253433448704
6_49_2012-11-02,413125333766763136
6_49_2012-11-09,413125333766763136
6_49_2012-11-16,413125333766763136
6_49_2012-11-23,413125258520066112
6_49_2012-11-30,413125333766763136
6_49_2012-12-07,413125167599271104
6_49_2012-12-14,413125167599271104
6_49_2012-12-21,413125167599271104
6_49_2012-12-28,413125092352574080
6_49_2013-01-04,413126995441683648
6_49_2013-01-11,413126995441683648
6_49_2013-01-18,413126995441683648
6_49_2013-01-25,413126995441683648
6_49_2013-02-01,413126829274191552
6_49_2013-02-08,413126754027494528
6_49_2013-02-15,413126829274191552
6_49_2013-02-22,413126829274191552
6_49_2013-03-01,413126663106699520
6_49_2013-03-08,413126663106699520
6_49_2013-03-15,413126663106699520
6_49_2013-03-22,413126663106699520
6_49_2013-03-29,413126663106699520
6_49_2013-04-05,413126496939207488
6_49_2013-04-12,413126496939207488
6_49_2013-04-19,413126496939207488
6_49_2013-04-26,413126496939207488
6_49_2013-05-03,413126330771715456
6_49_2013-05-10,413126330771715456
6_49_2013-05-17,413126330771715456
6_49_2013-05-24,413126330771715456
6_49_2013-05-31,413126330771715456
6_49_2013-06-07,413126164604223360
6_49_2013-06-14,413126164604223360
6_49_2013-06-21,413126164604223360
6_49_2013-06-28,413126164604223360
6_49_2013-07-05,413125998436731328
6_49_2013-07-12,413125998436731328
6_49_2013-07-19,413125998436731328
6_49_2013-07-26,413125998436731328
6_52_2012-11-02,413133568776610944
6_52_2012-11-09,413133568776610944
6_52_2012-11-16,413133568776610944
6_52_2012-11-23,413133493529913920
6_52_2012-11-30,413133568776610944
6_52_2012-12-07,413133402609118912
6_52_2012-12-14,413133402609118912
6_52_2012-12-21,413133402609118912
6_52_2012-12-28,413133327362421888
6_52_2013-01-04,413135230451531456
6_52_2013-01-11,413135230451531456
6_52_2013-01-18,413135230451531456
6_52_2013-01-25,413135230451531456
6_52_2013-02-01,413135064284039360
6_52_2013-02-08,413134989037342336
6_52_2013-02-15,413135064284039360
6_52_2013-02-22,413135064284039360
6_52_2013-03-01,413134898116547328
6_52_2013-03-08,413134898116547328
6_52_2013-03-15,413134898116547328
6_52_2013-03-22,413134898116547328
6_52_2013-03-29,413134898116547328
6_52_2013-04-05,413134731949055296
6_52_2013-04-12,413134731949055296
6_52_2013-04-19,413134731949055296
6_52_2013-04-26,413134731949055296
6_52_2013-05-03,413134565781563264
6_52_2013-05-10,413134565781563264
6_52_2013-05-17,413134565781563264
6_52_2013-05-24,413134565781563264
6_52_2013-05-31,413134565781563264
6_52_2013-06-07,413134399614071168
6_52_2013-06-14,413134399614071168
6_52_2013-06-21,413134399614071168
6_52_2013-06-28,413134399614071168
6_52_2013-07-05,413134233446579136
6_52_2013-07-12,413134233446579136
6_52_2013-07-19,413134233446579136
6_52_2013-07-26,413134233446579136
6_54_2012-11-02,413139058783176128
6_54_2012-11-09,413139058783176128
6_54_2012-11-16,413139058783176128
6_54_2012-11-23,413138983536479104
6_54_2012-11-30,413139058783176128
6_54_2012-12-07,413138892615684096
6_54_2012-12-14,413138892615684096
6_54_2012-12-21,413138892615684096
6_54_2012-12-28,413138817368987072
6_54_2013-01-04,413140720458096640
6_54_2013-01-11,413140720458096640
6_54_2013-01-18,413140720458096640
6_54_2013-01-25,413140720458096640
6_54_2013-02-01,413140554290604544
6_54_2013-02-08,413140479043907520
6_54_2013-02-15,413140554290604544
6_54_2013-02-22,413140554290604544
6_54_2013-03-01,413140388123112512
6_54_2013-03-08,413140388123112512
6_54_2013-03-22,413140388123112512
6_54_2013-04-05,413140221955620480
6_54_2013-04-26,413140221955620480
6_54_2013-05-03,413140055788128448
6_54_2013-05-10,413140055788128448
6_54_2013-05-17,413140055788128448
6_54_2013-05-24,413140055788128448
6_54_2013-05-31,413140055788128448
6_54_2013-06-07,413139889620636352
6_54_2013-06-14,413139889620636352
6_54_2013-06-21,413139889620636352
6_54_2013-06-28,413139889620636352
6_54_2013-07-05,413139723453144320
6_54_2013-07-12,413139723453144320
6_54_2013-07-19,413139723453144320
6_55_2012-11-02,413141803786458752
6_55_2012-11-09,413141803786458752
6_55_2012-11-16,413141803786458752
6_55_2012-11-23,413141728539761728
6_55_2012-11-30,413141803786458752
6_55_2012-12-07,413141637618966720
6_55_2012-12-14,413141637618966720
6_55_2012-12-21,413141637618966720
6_55_2012-12-28,413141562372269696
6_55_2013-01-04,413143465461379264
6_55_2013-01-11,413143465461379264
6_55_2013-01-18,413143465461379264
6_55_2013-01-25,413143465461379264
6_55_2013-02-01,413143299293887168
6_55_2013-02-08,413143224047190144
6_55_2013-02-15,413143299293887168
6_55_2013-02-22,413143299293887168
6_55_2013-03-01,413143133126395136
6_55_2013-03-08,413143133126395136
6_55_2013-03-15,413143133126395136
6_55_2013-03-22,413143133126395136
6_55_2013-03-29,413143133126395136
6_55_2013-04-05,413142966958903104
6_55_2013-04-12,413142966958903104
6_55_2013-04-19,413142966958903104
6_55_2013-04-26,413142966958903104
6_55_2013-05-03,413142800791411072
6_55_2013-05-10,413142800791411072
6_55_2013-05-17,413142800791411072
6_55_2013-05-24,413142800791411072
6_55_2013-05-31,413142800791411072
6_55_2013-06-07,413142634623918976
6_55_2013-06-14,413142634623918976
6_55_2013-06-21,413142634623918976
6_55_2013-06-28,413142634623918976
6_55_2013-07-05,413142468456426944
6_55_2013-07-12,413142468456426944
6_55_2013-07-19,413142468456426944
6_55_2013-07-26,413142468456426944
6_56_2012-11-02,413144548789741376
6_56_2012-11-09,413144548789741376
6_56_2012-11-16,413144548789741376
6_56_2012-11-23,413144473543044352
6_56_2012-11-30,413144548789741376
6_56_2012-12-07,413144382622249344
6_56_2012-12-14,413144382622249344
6_56_2012-12-21,413144382622249344
6_56_2012-12-28,413144307375552320
6_56_2013-01-04,413146210464661888
6_56_2013-01-11,413146210464661888
6_56_2013-01-18,413146210464661888
6_56_2013-01-25,413146210464661888
6_56_2013-02-01,413146044297169792
6_56_2013-02-08,413145969050472768
6_56_2013-02-15,413146044297169792
6_56_2013-02-22,413146044297169792
6_56_2013-03-01,413145878129677760
6_56_2013-03-08,413145878129677760
6_56_2013-03-15,413145878129677760
6_56_2013-03-22,413145878129677760
6_56_2013-03-29,413145878129677760
6_56_2013-04-05,413145711962185728
6_56_2013-04-12,413145711962185728
6_56_2013-04-19,413145711962185728
6_56_2013-04-26,413145711962185728
6_56_2013-05-03,413145545794693696
6_56_2013-05-10,413145545794693696
6_56_2013-05-17,413145545794693696
6_56_2013-05-24,413145545794693696
6_56_2013-05-31,413145545794693696
6_56_2013-06-07,413145379627201600
6_56_2013-06-14,413145379627201600
6_56_2013-06-21,413145379627201600
6_56_2013-06-28,413145379627201600
6_56_2013-07-05,413145213459709568
6_56_2013-07-12,413145213459709568
6_56_2013-07-19,413145213459709568
6_56_2013-07-26,413145213459709568
6_58_2012-11-02,413150038796306560
6_58_2012-11-09,413150038796306560
6_58_2012-11-16,413150038796306560
6_58_2012-11-23,413149963549609536
6_58_2012-11-30,413150038796306560
6_58_2012-12-07,413149872628814528
6_58_2012-12-14,413149872628814528
6_58_2012-12-21,413149872628814528
6_58_2012-12-28,413149797382117504
6_58_2013-01-04,413151700471227072
6_58_2013-01-11,413151700471227072
6_58_2013-01-18,413151700471227072
6_58_2013-01-25,413151700471227072
6_58_2013-02-01,413151534303734976
6_58_2013-02-08,413151459057037952
6_58_2013-02-15,413151534303734976
6_58_2013-02-22,413151534303734976
6_58_2013-03-01,413151368136242944
6_58_2013-03-08,413151368136242944
6_58_2013-03-15,413151368136242944
6_58_2013-03-22,413151368136242944
6_58_2013-03-29,413151368136242944
6_58_2013-04-05,413151201968750912
6_58_2013-04-12,413151201968750912
6_58_2013-04-19,413151201968750912
6_58_2013-04-26,413151201968750912
6_58_2013-05-03,413151035801258880
6_58_2013-05-10,413151035801258880
6_58_2013-05-17,413151035801258880
6_58_2013-05-24,413151035801258880
6_58_2013-05-31,413151035801258880
6_58_2013-06-07,413150869633766784
6_58_2013-06-14,413150869633766784
6_58_2013-06-21,413150869633766784
6_58_2013-06-28,413150869633766784
6_58_2013-07-05,413150703466274752
6_58_2013-07-12,413150703466274752
6_58_2013-07-19,413150703466274752
6_58_2013-07-26,413150703466274752
6_59_2012-11-02,413152783799589184
6_59_2012-11-09,413152783799589184
6_59_2012-11-16,413152783799589184
6_59_2012-11-23,413152708552892160
6_59_2012-11-30,413152783799589184
6_59_2012-12-07,413152617632097152
6_59_2012-12-14,413152617632097152
6_59_2012-12-21,413152617632097152
